userName,score,content,final_review,cleaned_review,labeling ,predicted_label
Hana Ritony,1,Maaf yah netflix saya gx bisa donlod kenapa harus bayar saya tidak punya duit,maaf yah netflix donlod bayar duit,maaf yah donlod bayar duit,,negatif
Halid,1,"belum juga sebulan berlangganan malah gk bisa masuk,nonton gk bisa, disuruh up yg 120rb padahal cukup yg 720p malah di suruh 1080p gk jelas",bulan langgan masuk nonton suruh suruh,langgan masuk nonton suruh suruh,,negatif
Fatta,1,"ini adalah aplikasi terbusuk yg saya pernah unduh mau masuk ke beranda aja banyak langkah langkah nya buang buang waktu,emang aplikasi busuk ini",aplikasi busuk unduh masuk beranda langkah langkah nya buang buang emang aplikasi busuk,busuk unduh masuk beranda langkah langkah buang buang emang busuk,,negatif
Edi Sriyanto,1,"Aplikasi babi, tiap nonton selalu keluar sendiri, pake app hp, app laptop, pake web juga masih aja selalu keluar sendiri. Rugi2 udah langganan setahun lebih tapi layanannya busuk",aplikasi babi nonton pake app app laptop pake web rugi udah langgan tahun layan busuk,babi nonton pake laptop pake web rugi langgan layan busuk,,negatif
Xxx Xxx,1,"udah daftar pake PC komputer pas login di hp suruh daftar lagi,gak jelas banget",udah daftar pake komputer pas login suruh daftar banget,daftar pake komputer pas login suruh daftar banget,,negatif
Meini Tatuwo,1,gak bisa login pdhal udah langganan. kenapa sih ni aplikasiiiiii,login pdhal udah langgan sih aplikasi,login pdhal langgan sih,,negatif
Billy Kent,1,kualitas nya sampah,kualitas nya sampah,kualitas sampah,,negatif
Farhan Clwr,1,ini gimana min nggak bisa masuk/login eror atau gimana,gimana min masuk login eror gimana,gimana min masuk login eror gimana,,negatif
Ketut Martini,1,kenapa gak bisa di uninstal?????,uninstal,uninstal,,negatif
donny ristiandi,2,"aplikasi lumayan, tapi kalau mau lanjut di aplikasi android tidak bisa pilih paket lain harus lanjutin paket sebelumnua",aplikasi lumayan aplikasi android pilih paket lanjutin paket sebelumnua,lumayan android pilih paket lanjutin paket sebelumnua,,netral
syasya zaeti humaira,1,jelek bgt padahal udh bayar tapi pas mau nonton loading terus kouta saya juga msih ada tpi ttp gabisa,jelek banget bayar pas nonton loading kouta msih ttp gabisa,jelek banget bayar pas nonton loading kouta msih ttp gabisa,,negatif
Uthu Nemo,1,"ini knpa Netflix stuck itu2 aj filmnya??? apa2 d cari tak ada,,,, yg betul lah woy",knpa netflix stuck film cari woy,knpa stuck film cari woy,,netral
Yoga Dwi,5,lebih murah donk,murah donk,murah donk,,negatif
Melyta Dwi lestari,1,jelek bgt,jelek banget,jelek banget,,negatif
Nor mega Lestari,3,"kenapa ya ko gak bisa di setel muter terus, padahal saya sudah bayar tiap bulan langganan di netflix.",setel muter bayar langgan netflix,setel muter bayar langgan,,negatif
purin ririn,1,sudah dibeli paket netflix g bs login,beli paket netflix login,beli paket login,,netral
Allbi Kaja,3,masa isi dalam apk netfli cuman ada lingk buat masuk ke croom trus pas di crom cuman bisa scrol kalo ke pencet balik ke apk yang ngasih ling gitu² mulu sampe gk ada sedetik buat nonton rugi gw udah berlangganan gw pengen uang gw di balikin aja dasar apk gk guna,isi apk netfli cuman lingk masuk croom trus pas crom cuman scrol kalo pencet apk ngasih ling gitu mulu sampe detik nonton rugi udah langgan ken uang balikin dasar apk,isi netfli cuman lingk masuk croom pas crom cuman scrol kalo pencet ngasih ling gitu mulu sampe detik nonton rugi langgan ken uang balikin dasar,,negatif
Wendi Putra,1,kek mn sih ini mau batal kan langganan ajah mesti masuk di aplikasi nya harus bayar lagi sedang kan netflix nya udah langsung kepotong di saldo dana gmn sih gk jelas aplikasi nya merugikan orng,kek sih batal langgan ajah mesti masuk aplikasi nya bayar netflix nya udah langsung potong saldo dana gmn sih aplikasi nya rugi orng,kek sih batal langgan ajah mesti masuk bayar langsung potong saldo dana gmn sih rugi orng,,negatif
Afrah Fathi Fauzani,5,"Nonton Hiburan Drama Film Horror, Video juga HD 100% persen No HOAX 👍👍👍",nonton hibur drama film horror video persen hoax,nonton hibur drama film horror video persen hoax,,positif
azis sirojudin,1,kemahalan,mahal,mahal,,negatif
Hans Hans,1,"aplikasinya kurang, ketika daftar melalui Gmail trs masukin sandi yang benar di bilang salah, perbaiki yang bagus 😒",aplikasi daftar gmail masukin sandi bilang salah baik bagus,daftar gmail masukin sandi bilang salah bagus,,negatif
sindi lestari,2,"plis plis plis, susaa bgt bwt dftr ny",plis plis plis susaa banget bwt dftr nya,plis plis plis susaa banget bwt dftr,,negatif
Veronica officials,1,"“아이치이에 있는 거 넷플릭스에도 넣어줘.” “Tolong adain yang ada di iQIYI masukinke Netflix ya, bahasa Korea, karena iQIYI rese.”",tolong adain iqiyi masukinke netflix bahasa korea iqiyi rese,tolong adain iqiyi masukinke bahasa korea iqiyi rese,,netral
Febby Diana,1,pendaftaran yg ribet!!!,daftar ribet,daftar ribet,,negatif
Purwo Aji Darsono,1,"sampah,mau login aja muter muter doang,gabisa masuk,disuruh masukin kode,pas dimadukin kodenya,di ulang ulang terus, sampah",sampah login muter muter doang gabisa masuk suruh masukin kode pas dimadukin kode ulang ulang sampah,sampah login muter muter doang gabisa masuk suruh masukin kode pas dimadukin kode ulang ulang sampah,,negatif
Pengguna Google,2,2 aja lah capek nonton,capek nonton,capek nonton,,negatif
quisty oktavia,1,makin kesini neflix sering lag. suaranya ada tapi gambar video nya nge freeze gak gerak.,kesini neflix lag suara gambar video nya nge freeze gerak,kesini neflix lag suara gambar video nge freeze gerak,,negatif
Iqbal Suffil,1,mau login aja setengah mati,login mati,login mati,,negatif
Ardhika Pmdy,1,filmnya ga lengkap woeeee,film lengkap woe,film lengkap woe,,positif
Mahira Sahara,1,"Customer service didn't help me at all, even straight up rejected me without listening to my complaint. I'm ready to give my data to customer service whatever they need, but the service is not good, it's appropriate to give a rating of 0. I'm really disappointed, even though I need my account to watch! But CS doesn't want to help me change my email, I can change it myself without bothering CS if MY EMAIL IS STILL WORKING",customer service didn help all even straight rejected without listening complaint ready give data customer service whatever they need but the service not good appropriate give rating really disappointed even though need account watch but doesn want help change email can change myself without bothering email still working,customer service didn help all even straight rejected without listening complaint ready give data customer service whatever they need but the service not good appropriate give rating really disappointed even though need account watch but doesn want help change email can change myself without bothering email still working,,positif
Oji Saputra,1,Saya sudah putuskan ke anggota an tapi saldo rekening saya tetap terpotong,putus anggota saldo rekening potong,putus anggota saldo rekening potong,,negatif
Moch Rizki Firdaus,1,Gabisa masuk pake nomor hp,gabisa masuk pake nomor,gabisa masuk pake nomor,,negatif
Elvira Elvira,1,lemot,lot,lot,,negatif
Dejan farid,1,"jelek banget ni aplikasi, udh mah ga bisa login pake gmail atau nomor telepon harus pake kode password, dan saya minta kode pasword nya ga dikasih, ribet banget ni aplikasi pake harus apalah",jelek banget aplikasi mah login pake gmail nomor telepon pake kode password kode pasword nya kasih ribet banget aplikasi pake apa,jelek banget mah login pake gmail nomor telepon pake kode password kode pasword kasih ribet banget pake,,negatif
Indah Pravitha Sari,2,"blm sebulan berlangganan malah ga bs login, aneh bgt ni aplikasi buang² duit aja..",blm bulan langgan login aneh banget aplikasi buang duit,langgan login aneh banget buang duit,,negatif
Susila Huang,1,"lama2 jadi males langganan Netflix,karna setiap mo nonton delay,padahal sinyal bagus,udh bayar juga",males langgan netflix karna nonton delay sinyal bagus bayar,males langgan karna nonton delay sinyal bagus bayar,,negatif
Devianita Dwi Jayanti,1,"langganan 186k, cuma bisa di laptop doank, giliran di HP cuma loading.",langgan laptop doank gilir loading,langgan laptop doank gilir loading,,negatif
Yu Ni,1,tkw malaysia,tkw malaysia,tkw malaysia,,negatif
Nof phe,1,"kalau mau nonton harus masuk/daftar dulu tapi pas saya daftar panjang prosesnya udah ada promosinya pas proses,saat udah selesai disuruh masukan sandi padahal pas awal belum disuruh buat sandi,pas mau ganti sandi prosesnya kaya dari awal terus di puter puter jadi nya saya belum bisa masuk,saya berikan masukan saat daftar/masuk beri pilihan google dan tinggal pilih akunnya trus selesai,ini membuat orang tidak bisa menonton mungkin bukan saya saja yang mengalami ini.",nonton masuk daftar pas daftar proses udah promosi pas proses udah selesai suruh masuk sandi pas suruh sandi pas ganti sandi proses kaya puter puter nya masuk masuk daftar masuk pilih google tinggal pilih akun trus selesai orang tonton alami,nonton masuk daftar pas daftar proses promosi pas proses selesai suruh masuk sandi pas suruh sandi pas ganti sandi proses kaya puter puter masuk masuk daftar masuk pilih google tinggal pilih akun selesai orang tonton alami,,negatif
Dayu Kinar,4,"ada beberapa film yg ingin saya tonton di Netflix seperti beberapa series umamusume (anime), saya sangat menyukai series yg ada di Netflix, namun terkadang kualitasnya pecah².",film tonton netflix series umamusume anime suka series netflix terkadang kualitas pecah,film tonton series umamusume anime suka series terkadang kualitas pecah,,positif
Nur Halimah,1,bayar ihhhh,bayar,bayar,,negatif
Aliyah Fairuz,1,Kenapa Netflix di Tv tidak ada tombol ke nonton???,netflix tombol nonton,tombol nonton,,positif
Adam Rasyid Fajri,1,Burut,burut,burut,,negatif
Pria Tampan,1,"ribet amat ni aplikasi,cuma login aja ribet banget",ribet aplikasi login ribet banget,ribet login ribet banget,,negatif
Jajang _lykan,1,"sudah berhenti langganan.. masih aja kepotong dan tau² berlangganan secara otomatis, sdah berhenti berlangganan lagi, bulan depannya kepotong lagi otomatis.. all hasil dah 6 bulan kepotong terus..",henti langgan potong tau langgan otomatis sdah henti langgan depan potong otomatis all hasil dah potong,henti langgan potong tau langgan otomatis sdah henti langgan potong otomatis all hasil dah potong,,negatif
アタ―,1,"the shitties app ever. udh bayar preium yg paling mahal ternyata ga nyaman nontonnya. masa kecepatan video maksimal cuma 1,5. gw terbiasa nonton di speed 2. klo gitu jadi lelet dan buang waktu banget. gw balik aja ke tempat download bajakan. langsung gw cancel subcriptionnya. terbuang duit gw percuma",the shitties app ever bayar preium mahal nyaman nontonnya cepat video maksimal biasa nonton speed gitu lelet buang banget download baja langsung cancel subcriptionnya buang duit,the shitties ever bayar preium mahal nyaman nontonnya cepat video maksimal nonton speed gitu lelet buang banget download baja langsung cancel subcriptionnya buang duit,,negatif
Angelina Novia Keni,1,Sudah dibayar tapi gk bisa nonton. terus tagihan setiap bulan mau berhenti nya gk bisa,bayar nonton tagih henti nya,bayar nonton tagih henti,,negatif
SAKARIUS,1,gajelas apk korupsi,gajelas apk korupsi,gajelas korupsi,,negatif
Muhammad Akbar Prayogo,1,buat pembayaran berlangganan aja susah banget anj,bayar langgan susah banget anj,bayar langgan susah banget,,negatif
Diserly Apri,1,lg asik nonton tiba2 eror dan gk bisa di buka lg ke apa ini,asik nonton eror buka,asik nonton eror buka,,negatif
Rafliza,1,gembel eror mulu,gembel eror mulu,gembel eror mulu,,negatif
Bgssyifrmdhnn,1,"Padahal udah punya akun Netflix, eh pas mau masukin akun malah ga bisa login, udh berapa kali ganti sandi gmail sama minta kode sama aja, malah di suruh daftar akunlah, di arahin kelink gmail, link chrome. Apa harus berlangganan dulu baru bisa masuk?... Ribet banget mau nonton film aja, di mana"" kalo akun gmail udh tersangkut di apk kalo login langsung masuk walaupun kita non langganan, ini mah kga.",udah akun netflix pas masukin akun login kali ganti sandi gmail kode suruh daftar akun arahin kelink gmail link chrome langgan masuk ribet banget nonton film kalo akun gmail sangkut apk kalo login langsung masuk non langgan mah kga,akun pas masukin akun login kali ganti sandi gmail kode suruh daftar akun arahin kelink gmail link chrome langgan masuk ribet banget nonton film kalo akun gmail sangkut kalo login langsung masuk non langgan mah kga,,negatif
Retno Wijayantie,2,"tolong masak aq mo nonton slalu gagal,perbaiki lah jgn mngecewakan,,atau suruh brhenti berlangganan?",tolong masak nonton slalu gagal baik jgn mngecewakan suruh brhenti langgan,tolong masak nonton slalu gagal jgn mngecewakan suruh brhenti langgan,,negatif
Halimatus Sadiyah,2,kenapa anime one piece gak lengkap kecewa top up buat nonton biar hd malah gak lengkap sakit hatii tauuu,anime one piece lengkap kecewa top nonton biar lengkap sakit hati tau,anime one piece lengkap kecewa top nonton biar lengkap sakit hati tau,,positif
Tio Tanio,1,login nya susah banget,login nya susah banget,login susah banget,,negatif
Khalisha Luthfia Rahman Nasution,1,saya buka netflix masi aman banget namun ketika saya ingin menonton dia loading terus padahal paket data saya kencang,buka netflix mas aman banget tonton loading paket data kencang,buka mas aman banget tonton loading paket data kencang,,negatif
Rei,3,aku udah login dan udah bayar juga tapi ga bisa masuk ke akun nya harus daftar ulang dan uang aku hilang gitu aja jujur kecewa sih sama Netflix aku kira ini apk yang bagus ternyata aku salah Netflix ku udah aku uninstall dan ya uang aku hilang padahal aku belum nonton sama sekali jujur kecewa banget,udah login udah bayar masuk akun nya daftar ulang uang hilang gitu jujur kecewa sih netflix apk bagus salah netflix udah uninstall uang hilang nonton jujur kecewa banget,login bayar masuk akun daftar ulang uang hilang gitu jujur kecewa sih bagus salah uninstall uang hilang nonton jujur kecewa banget,,negatif
asoe asoe,1,nonton di hp harus make data. ga bisa make wifi. di download bisa. ketika di putar ga bisa . harga berlangganan mahal tetapi ga sudai dengan aplikasi yg bobrok,nonton make data make wifi download putar harga langgan mahal suda aplikasi bobrok,nonton make data make wifi download putar harga langgan mahal suda bobrok,,negatif
Darwis Dqueen72,4,halo dengan saya pengguna netflix ini ad masalah di sambungan di tv ko gangguan padahal sudah langganan . tolong di perbarui .,halo guna netflix sambung ganggu langgan tolong baru,halo sambung ganggu langgan tolong,,negatif
Kartika Sari,1,filmnya sikit kali.,film sikit kali,film sikit kali,,netral
Nur Sa'adah,2,Sering banget ke log out otomatis sewaktu digunakan. Mau log in kembali error.,banget log out otomatis log error,banget log out otomatis log error,,negatif
abi ummy,4,lumayan utk di tonton klo BS ada tv online juga supaya bintang nya full,lumayan utk tonton online bintang nya full,lumayan utk tonton online bintang full,,positif
Ghifa Ghifi,1,"apa ini,kok gak bisa bisa login padahal sudah buat akun,malah gak ke detek,gimana ni developer buat yang ngotak lah,apl gak bisa digunakan kenapa di promosikan,dasarrr developerrrr!!!!!!!!!",login akun detek gimana developer ngotak apl promosi dasar developer,login akun detek gimana developer ngotak apl promosi dasar developer,,negatif
Gilang Rahadian Permana,1,"kualitas gambar ga bisa di atur langsung kaya dulu, penurunan kah?",kualitas gambar atur langsung kaya turun kah,kualitas gambar atur langsung kaya turun kah,,negatif
Zahrul Setiyawan,1,Kebanyakan nyuruh gw bayar asuw baru juga downlod🙄,banyak nyuruh bayar asuw downlod,nyuruh bayar asuw downlod,,negatif
Andre Prasetyo,1,bad,bad,bad,,negatif
Sandy Hasjamuttar,1,aplikasi ampas,aplikasi ampas,ampas,,negatif
Nazriel R. A.,1,"Saya mencoba melakukan pembayaran untuk mengecek e-wallet yang digunakan. Setelah itu, ternyata yang digunakan shopee pay dan saldonya kurang dari 50rb otomatis gagal. Selang beberapa bulan saya isi saldo 500rb dan ada notif kalo pembayarannya gagal, tapi setelah saya menggunakan saldonya 400rb, saldo saya di potong sekitar 54rb untuk berlangganan, padahal pembayaran sudah gagal kenapa masih terpotongg?????",coba bayar ecek wallet shopee pay saldo otomatis gagal selang isi saldo notif kalo bayar gagal saldo saldo potong langgan bayar gagal terpotongg,coba bayar ecek wallet shopee pay saldo otomatis gagal selang isi saldo notif kalo bayar gagal saldo saldo potong langgan bayar gagal terpotongg,,negatif
ULpann SRT,1,loading Mulu sialan,loading mulu sial,loading mulu sial,,negatif
Horas Andi Lao Aritonang,1,"aplikasi apaan nih. gk bisa login , gw blom punya udah si suruh login tapi gk , bikin akunnya juga ribet 🗿😒",aplikasi login blom udah suruh login akun ribet,login blom suruh login akun ribet,,negatif
almiraaurelia0911,1,"udan masukin nomor WA gak bisa WA HP ku satunya lagi juga gak bisa, email udah ku masukin email 4x gak bisa masuk",udan masukin nomor satu email udah masukin email masuk,udan masukin nomor email masukin email masuk,,negatif
OTP_Candra wulandari,3,kenapa tidak bisa berjalan netflix nya? saya gabisa nntn karena terus memuat. padahal internet nya lancar banget,jalan netflix nya gabisa nntn muat internet nya lancar banget,jalan gabisa nntn muat internet lancar banget,,negatif
Aku Aku,3,Aku masih bingung cara buka aplikasi nya keluar sendiri kebanyakan keluar sendiri,bingung buka aplikasi nya banyak,bingung buka,,negatif
Azka Emun,5,driver,driver,driver,,negatif
Ananias_ Aje,1,"buruk, tidak bermanfaat, penyedot kuota internet, sumber virus",buruk manfaat sedot kuota internet sumber virus,buruk manfaat sedot kuota internet sumber virus,,negatif
leonardo Nahampun,2,penuh dengan film korea dan film serial... filmnya juga tidak ganti ganti...itu terus bertengger.,penuh film korea film serial film ganti ganti tengger,penuh film korea film serial film ganti ganti tengger,,netral
oji rojiki,1,"bug makin parah, lagi nonton keluar sendiri, begitu terus ampe kesel",bug parah nonton ampe kesel,bug parah nonton ampe kesel,,negatif
Farel Eko.C,5,jangan donwload bre gk recomend login susah kek musang aplikasi tidak bermutu film gk lengkap hapus aja dari playstore.admin dongok,donwload bre recomend login susah kek musang aplikasi mutu film lengkap hapus playstore admin dongok,donwload bre recomend login susah kek musang mutu film lengkap hapus playstore admin dongok,,negatif
Ans 0703,1,apalah baru daftar doang udah langsung disuruh premium. blom juga masuk ke menu aplikasi. sangat bintang 1,apa daftar doang udah langsung suruh premium blom masuk menu aplikasi bintang,daftar doang langsung suruh premium blom masuk menu bintang,,negatif
Karimah ayu Wulandari,1,"mau daftar masuk email udah bener tapi katanya email salah ku cek berulang² kali tetep salah, aku ganti nomor telepon udah bener tetep salah",daftar masuk email udah bener email salah cek ulang kali tetep salah ganti nomor telepon udah bener tetep salah,daftar masuk email bener email salah cek ulang kali tetep salah ganti nomor telepon bener tetep salah,,negatif
Andre Sucahyono,5,iyesss,iyes,iyes,,negatif
Fie Hera,1,RUGIII... BERLANGGANAN CUMA 3 MINGGU NGGA GENAP SEBULAN.. SERING ERROR JUGA,rugi langgan minggu ngga genap bulan error,rugi langgan minggu genap error,,negatif
Rani Kia,3,"apaan sih netflix belum 1bulan udh abis gak bisa nonton lg, heran deh",sih netflix abis nonton heran deh,sih abis nonton heran,,positif
Jasuke Enha,1,"My account has run into a problem, and why does customer service make things so difficult for users? They always give template responses and don’t actually help at all. 💩💩💩💩💩",account has run into problem and why does customer service make things difficult for users they always give template responses and don actually help all,account has run into problem and why does customer service make things difficult for users they always give template responses and don actually help all,,negatif
Lili Lili,1,Saat saya ingin login ke akun saya malah keluar udah 5 kali jadi bintang ⭐ satu dah makasih,login akun udah kali bintang dah makasih,login akun kali bintang dah terima kasih,,netral
rangga barata,1,bikin akun aja susah,akun susah,akun susah,,negatif
Steven Valianto,5,"Mantap, walau sering mendadak ada label leaving soon di film drama animenya",mantap dadak label leaving soon film drama animenya,mantap dadak label leaving soon film drama animenya,,positif
Valianto Dharma saputra,5,"keren banget, walau udah banyak film drama anime yang mendadak hilang",keren banget udah film drama anime dadak hilang,keren banget film drama anime dadak hilang,positif,positif
Sanss Brooo,1,parah banget saldo dana ku tiba tiba kepotong tanpa notif,parah banget saldo dana potong notif,parah banget saldo dana potong notif,,negatif
Asraf Satrio,1,terlalu banyak penipuan,tipu,tipu,,negatif
Muha 7,2,"ga bisa dibuka, ga ada trial free.",buka trial free,buka trial free,,negatif
Rijal Ahyar,1,"bayar mahal"" cmn kebanyakan semua film"" lama tdk ad film"" baru. sangat tdk rekomendasi, sebaiknya update",bayar mahal cmn banyak film tdk film tdk rekomendasi update,bayar mahal cmn film film rekomendasi update,,netral
Muhammad Rahman,5,sudah langganan Ribet setting akunya,langgan ribet setting aku,langgan ribet setting,,negatif
Taufik Dwi,1,belum pernah downoload tapi kayaknya 😜👈 MIKIR KIDS !!!,downoload kayak mikir kids,downoload kayak mikir kids,,negatif
Aditya Ruman,3,"langganan buat nonton film, eh film yang mau di tonton ga ada✋😹🤚",langgan nonton film film tonton,langgan nonton film film tonton,,netral
Chelsea Eugenia,5,saya suka aplikasi ini karena filmnya asli walaupun harus berbayar tapi saya tetap suka nonton di netflix,suka aplikasi film asli bayar suka nonton netflix,suka film asli bayar suka nonton,,positif
nanda aisyah,1,lihat film selalu loading.,lihat film loading,lihat film loading,,netral
L Kids,4,min gimana? gabisa nonton anjir,min gimana gabisa nonton anjir,min gimana gabisa nonton,,negatif
Naufal Abiyu,2,"coba putar videonya, ada suaranya tapi gambarnya gak ada cuma hitam aja",coba putar video suara gambar hitam,coba putar video suara gambar hitam,,netral
Umar Bakri,1,"gk jelas bgt, sya mau pogin mengunakan sandi dan itu udh benar, malah pake kode masuk. sya perbaiki bintang nya stlah masuknya dipermudah",banget sya pogin mengunakan sandi pake kode masuk sya baik bintang nya stlah masuk mudah,banget sya pogin mengunakan sandi pake kode masuk sya bintang stlah masuk mudah,,negatif
Intan Ayu,1,"ga bisa nonton semua acara netflix tiba tiba, udh di uninstall udh hapus data sm change ttep ajh ga bisa. pdhl kuota full jaringan aman. kecewa banget sm apk ini. pdhl posisi lg nonton film komang",nonton acara netflix uninstall hapus data change ttep ajh pdhl kuota full jaring aman kecewa banget apk pdhl posisi nonton film komang,nonton acara uninstall hapus data change ttep ajh kuota full jaring aman kecewa banget posisi nonton film komang,,negatif
RS TV73,3,saya Rizky dari Indonesia tolong bahasa Indonesia di adakan di setiap filem jangan bahasa negara seperti tailan ada Pati bahasa Indonesia ga ada ..... bukan cuma translate tapi bahasanya tolong di buat bahan Indonesia,rizky indonesia tolong bahasa indonesia adakan filem bahasa negara tailan pati bahasa indonesia translate bahasa tolong bahan indonesia,rizky indonesia tolong bahasa indonesia adakan filem bahasa negara tailan pati bahasa indonesia translate bahasa tolong bahan indonesia,,netral
Moba Legen,1,udah berhenti langganan masih aja motong saldo anj banget netflix b2,udah henti langgan motong saldo anj banget netflix,henti langgan motong saldo banget,,negatif
Hardi Insta,4,"sinyal bagus , buka aplikasi streaming lain lancar tapi giliran bukan aplikasi ini malah ga bisa",sinyal bagus buka aplikasi streaming lancar gilir aplikasi,sinyal bagus buka streaming lancar gilir,,positif
Rusdan Abdul wahab,1,ini kenapa udah bayar ga bisa login ?,udah bayar login,bayar login,,negatif
Josua yoel,1,sungguh mengecewakan,sungguh kecewa,sungguh kecewa,,negatif
Jhacka Boyss,1,"aplikasi ribet, login aja susah bikin pusing",aplikasi ribet login susah pusing,ribet login susah pusing,,negatif
Fauzan Zakaria,1,apk gjls udah dibayar tapi ga mau ke play filmnya padahal coba di apk sebelh malah lancar hadehh rusak rusak,apk gjls udah bayar play film coba apk sebelh lancar hadehh rusak rusak,gjls bayar play film coba sebelh lancar hadehh rusak rusak,,netral
tauhid tauhid,1,sinyal full kok gak bisa nonton,sinyal full nonton,sinyal full nonton,,positif
Akbar legendary,1,hey bagaimana cara login padahal saya sudah memasukkan alamat email yang benar tapi tidak valid tolongggggggg😭😭😭😭,hey login masuk alamat email valid tolong,hey login masuk alamat email valid tolong,,netral
Dwimaya Sari,5,terima kasih ya telah membuat game ini kayak aku suka game ini cuman gaya bisa main GTA San Andreas definitive edition game ini bagus sangat terima kasih saya aku senang,terima kasih game kayak suka game cuman gaya main gta san andreas definitive edition game bagus terima kasih senang,terima kasih game kayak suka game cuman gaya main gta san andreas definitive edition game bagus terima kasih senang,,positif
Ilham Miftahurizki,1,celeng celeng ndaftar ae ribett,celeng celeng ndaftar ribett,celeng celeng ndaftar ribett,,negatif
marda suli,5,🥺🙏🏻tolong mohon update Netflix gratis..! gak perlu paket saldo dan gak perlu tambahan biaya... dan bayar terus..,tolong mohon update netflix gratis paket saldo tambah biaya bayar,tolong mohon update gratis paket saldo biaya bayar,,netral
Tegar Kusumaputra,1,APLIKASI GANGGUAN TERUSS,aplikasi ganggu teruss,ganggu teruss,,negatif
Renebaee,3,film tidak bisa diputar,film putar,film putar,,netral
Subrata Erlang,1,"saya sudah memasukan sandi yang benar,tapi masih salah dan gak bisa masuk.",pasu sandi salah masuk,pasu sandi salah masuk,,negatif
Makarov,4,sukses,sukses,sukses,,negatif
Budi Haryanto,5,Filmnya bagus bagus...,film bagus bagus,film bagus bagus,,positif
Ferdy Silvera_666,3,Aplikasi For Watching Film2 Kerrreennn Terbaik No. 1 Di Dunia .!! 👌💯😎 But Why Sejak Awal Juni 2025 Film2 HORROR Baru Yang Tayang Kualitas'nya Jelek2 Semua .!!?? Please Tambahkan Segera Film2 HORROR INDONESIA TERBARU Seperti => LABINAK ( 2025 ) + QODRAT 2 ( 2025 ) + JANUR IRENG ( 2025 ) + PENJAGAL IBLIS ( 2025 ) + JALAN PULANG ( 2025 ) + PEMBANTAIAN DUKUN SANTET ( 2025 ) + DENDAM MALAM KELAM ( 2025 ) + PENGEPUNGAN DI BUKIT DURI + GUNDIK ( 2025 ) + MUSLIHAT ( 2025 ) & PAMALI - TUMBAL 🤘🥁😎,aplikasi for watching film kereen baik dunia but why juni film horror tayang kualitas nya jelek please tambah film horror indonesia baru labinak qodrat janur ireng jagal iblis jalan pulang bantai dukun santet dendam malam kelam kepung bukit duri gundik muslihat pamali tumbal,for watching film kereen dunia but why juni film horror tayang kualitas jelek please film horror indonesia labinak qodrat janur ireng jagal iblis jalan pulang bantai dukun santet dendam malam kelam kepung bukit duri gundik muslihat pamali tumbal,,netral
rini mulyasari,4,kok film2 yg didonlot tdk ada bahasa indonesianya lgi... tpi kl nonton langsung ada.. ini gmn ya?? abiz upgrade loh,film didonlot tdk bahasa indonesia lgi nonton langsung gmn abiz upgrade loh,film didonlot bahasa indonesia lgi nonton langsung gmn abiz upgrade loh,,netral
Chisikuin Ita,1,"baru tau kalau netflix filmnya ga lengkap.. tujuan awal daftar paket netflix biar bisa n9nton yg gbsa di tonton secara gratis.. eh malah yg ada di gratis ga muncul di netflix. Jelek, ga rekomended, film dikit, saran yg mau berlanggan mending gausah, nyesel krn gabakal nemu film yg lu mau",tau netflix film lengkap tuju daftar paket netflix biar nnton gbsa tonton gratis gratis muncul netflix jelek rekomended film dikit saran langgan mending gausah nyesel krn gabakal nemu film,tau film lengkap tuju daftar paket biar nnton gbsa tonton gratis gratis muncul jelek rekomended film dikit saran langgan mending gausah nyesel gabakal nemu film,,negatif
Juan Damongilala,1,subtitle nya kok ngk ada sihh,subtitle nya ngk sihh,subtitle ngk sihh,,negatif
Budi Astuti,4,Aw234s awal 2 w22w we see Aw WW2 www3 we can w a w2 we see,aws see can see,aws see can see,,negatif
charina 21,1,"netflix nya kok setelah di download subtitle bahasa indonesia nya gk muncul ya, harus ntn streaming, pdhal sebelumnya bisa",netflix nya download subtitle bahasa indonesia nya muncul ntn streaming pdhal,download subtitle bahasa indonesia muncul ntn streaming pdhal,,negatif
Fahri,1,gjls bet stuck loading video trus padahal jaringan lancar,gjls bet stuck loading video trus jaring lancar,gjls bet stuck loading video jaring lancar,,negatif
Umar Habibi,3,"saya punya saran,untuk server Mesir atau dimanapun tolong di masukkan film Indonesia nya dong,saya pengen nonton ""norma"" tapi di Netflix Mesir gaada plis masukin 🙏",saran server mesir mana tolong masuk film indonesia nya ken nonton norma netflix mesir gaada plis masukin,saran server mesir tolong masuk film indonesia ken nonton norma mesir gaada plis masukin,,netral
Hanz Branz,1,apk sampah masak mau login atau daftar aja harus bayar apaan ameh banget. kocak,apk sampah masak login daftar bayar ameh banget kocak,sampah masak login daftar bayar ameh banget kocak,,negatif
Abdul Rifki,4,"saran, untuk film terbaru atau episode lebih baik di tampilkan paling atas, jngan di campur yng udah lama tapi ganti cover iklan",saran film baru episode tampil jngan campur yng udah ganti cover iklan,saran film episode tampil jngan campur yng ganti cover iklan,,negatif
